,citybike_index,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,categories_names
20,3.0,80sQO48UKXo9IbYnyoUO7Q,st-james-park-toronto,St. James' Park,https://s3-media2.fl.yelpcdn.com/bphoto/1HCflcjNQkB_RgZM_5C_wQ/o.jpg,False,https://www.yelp.com/biz/st-james-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,11.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],+14163647865,+1 416-364-7865,425.15232612352236,parks
21,3.0,58h2EhvN3iJ4jeu95N5YzA,allan-gardens-toronto,Allan Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/terZrjvpTOE29CsLnGdynQ/o.jpg,False,https://www.yelp.com/biz/allan-gardens-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,112.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],+14163927288,+1 416-392-7288,959.211104532118,parks
22,3.0,8wUlW8b5yAoZifQWf-jABw,berczy-park-toronto,Berczy Park,https://s3-media4.fl.yelpcdn.com/bphoto/6Mw64akA9EDfVbGLDam1hg/o.jpg,False,https://www.yelp.com/biz/berczy-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,17.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,,580.7924888064758,parks
23,3.0,sRdtwkUUfLqwmRGoMtguvQ,nathan-phillips-square-toronto,Nathan Phillips Square,https://s3-media2.fl.yelpcdn.com/bphoto/QNwWLfDysjv5xNuT94jrhA/o.jpg,False,https://www.yelp.com/biz/nathan-phillips-square-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,94.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",4.0,[],,,549.7251370040856,landmarks
24,3.0,k8R9gB4kIre8Hm3aAk7Rxw,downtown-diversity-garden-toronto,Downtown Diversity Garden,https://s3-media4.fl.yelpcdn.com/bphoto/9q2_Gj22vcmAvcaCzoMa7Q/o.jpg,False,https://www.yelp.com/biz/downtown-diversity-garden-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",2.0,[],,,646.5396473389129,parks
25,3.0,QnIJiCnX-JPomoT4QckN2g,cloud-gardens-toronto,Cloud Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/PmSmrWi7cfWHJjEm_AxHhA/o.jpg,False,https://www.yelp.com/biz/cloud-gardens-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,6.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.5,[],+14163927288,+1 416-392-7288,340.68320366662783,parks
26,3.0,gQD-O6MNZQ2K3st4A7udow,toronto-sculpture-garden-toronto,Toronto Sculpture Garden,https://s3-media3.fl.yelpcdn.com/bphoto/btMgWsOn0HxMzBrY2hAzGg/o.jpg,False,https://www.yelp.com/biz/toronto-sculpture-garden-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,6.0,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'parks', 'title': 'Parks'}]",3.5,[],+14165159658,+1 416-515-9658,415.78391302152806,galleries
27,3.0,vRP9i7ev4hWDf818xUZy6g,yonge-dundas-square-toronto,Yonge-Dundas Square,https://s3-media3.fl.yelpcdn.com/bphoto/4fpu-3F2AZAxjHk1iRFxOQ/o.jpg,False,https://www.yelp.com/biz/yonge-dundas-square-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,70.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,[],+14169799960,+1 416-979-9960,420.6988754376433,landmarks
28,3.0,mln0Ka2LOPq_JjbMFyOxvg,bell-trinity-square-toronto,Bell Trinity Square,https://s3-media4.fl.yelpcdn.com/bphoto/nAQQhBJQMN6YU9xhJ9MIKw/o.jpg,False,https://www.yelp.com/biz/bell-trinity-square-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.0,[],,,449.6908887928129,landmarks
29,3.0,xfrJZCXSTDYYgl7tfUSwBw,simcoe-park-toronto,Simcoe Park,https://s3-media1.fl.yelpcdn.com/bphoto/f22G-hjZhEvOBUnjlkq07g/o.jpg,False,https://www.yelp.com/biz/simcoe-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,1294.8819410710162,parks
30,3.0,f4kBXI1Pf8Wm89dXcd29Hw,old-city-hall-toronto,Old City Hall,https://s3-media4.fl.yelpcdn.com/bphoto/RZ-zQ3o41YdW-olQGdkSKQ/o.jpg,False,https://www.yelp.com/biz/old-city-hall-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,11.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,[],+14163380338,+1 416-338-0338,409.9523522997792,landmarks
31,3.0,QIUheP5W2cpvOA7ipSd9wA,moss-park-toronto,Moss Park,https://s3-media4.fl.yelpcdn.com/bphoto/H17h19uYt1Z0rnRpA-DHXA/o.jpg,False,https://www.yelp.com/biz/moss-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,8.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,602.3128627468378,parks
32,3.0,nc4KZ-_6y0gLhGEhd3xvwA,joseph-sheard-parkette-toronto,Joseph Sheard Parkette,https://s3-media4.fl.yelpcdn.com/bphoto/kTkD1_okrPL-O06BF_GO1g/o.jpg,False,https://www.yelp.com/biz/joseph-sheard-parkette-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],+14163922489,+1 416-392-2489,905.2044703672178,parks
33,3.0,Sx_COu59aF45gDXvwAlyeA,gardens-of-the-osgoode-hall-toronto,Gardens of the Osgoode Hall,https://s3-media3.fl.yelpcdn.com/bphoto/X5XRj-ezZMdCG1WCcuMOQQ/o.jpg,False,https://www.yelp.com/biz/gardens-of-the-osgoode-hall-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,797.9881647003983,parks
34,3.0,S2hClXWlpLa14XY3GnAbmA,sherbourne-common-toronto,Sherbourne Common,https://s3-media1.fl.yelpcdn.com/bphoto/P0h4USDuBjrKOaB0xZqLNg/o.jpg,False,https://www.yelp.com/biz/sherbourne-common-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,11.0,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",4.0,[],,,1275.7235699715948,parks
35,3.0,75B839J3KFKKYbR8BR00xA,urban-capers-toronto-2,Urban Capers,https://s3-media2.fl.yelpcdn.com/bphoto/D5CjH_P8F2e5FokHgWw_Fw/o.jpg,False,https://www.yelp.com/biz/urban-capers-toronto-2?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,7.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,[],+14168952378,+1 416-895-2378,520.3944931313229,landmarks
36,3.0,X0mEOEfVkyZUTHGpY4uTgg,larry-sefton-park-toronto,Larry Sefton Park,https://s3-media3.fl.yelpcdn.com/bphoto/kMi0fqDhdo8Qhjg18OCCWw/o.jpg,False,https://www.yelp.com/biz/larry-sefton-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.5,[],,,558.4488565109566,parks
37,3.0,9NSu4CVgcE7CStD57oqzug,toronto-city-hall-toronto,Toronto City Hall,https://s3-media1.fl.yelpcdn.com/bphoto/sToaOuxteID7uJx-lPSF0Q/o.jpg,False,https://www.yelp.com/biz/toronto-city-hall-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,28.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",3.5,[],+14163922489,+1 416-392-2489,593.3284481695516,landmarks
38,3.0,DWmrhPpuTxPTBP6gssTPmA,princess-street-park-toronto,Princess Street Park,https://s3-media2.fl.yelpcdn.com/bphoto/585rLGrePLZ20ZJSwQ33Gg/o.jpg,False,https://www.yelp.com/biz/princess-street-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,1044.859938483098,parks
39,3.0,ifoRVp-v_m9S_C8uK-_8yA,gooderham-building-toronto,Gooderham Building,https://s3-media4.fl.yelpcdn.com/bphoto/mBUXjp_bpyruubuUnHuUQg/o.jpg,False,https://www.yelp.com/biz/gooderham-building-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,8.0,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]",5.0,[],,,577.5924300169052,landmarks
40,4.0,58h2EhvN3iJ4jeu95N5YzA,allan-gardens-toronto,Allan Gardens,https://s3-media4.fl.yelpcdn.com/bphoto/terZrjvpTOE29CsLnGdynQ/o.jpg,False,https://www.yelp.com/biz/allan-gardens-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,112.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],+14163927288,+1 416-392-7288,497.7204817720718,parks
41,4.0,CZdfFn8YZiCOUF0rmiUEKw,queens-park-toronto,Queen's Park,https://s3-media2.fl.yelpcdn.com/bphoto/pxgnP8qi2cYYQPSGB7fJOQ/o.jpg,False,https://www.yelp.com/biz/queens-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,32.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.5,[],,,832.4898121832678,parks
42,4.0,o363GP4z1hXoY4kkUOFPHw,green-space-on-church-toronto,Green Space On Church,https://s3-media2.fl.yelpcdn.com/bphoto/9_cCQF4DFQtt4eOi-tfhog/o.jpg,False,https://www.yelp.com/biz/green-space-on-church-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'movietheaters', 'title': 'Cinema'}]",5.0,[],,,311.7450962926546,parks
43,4.0,8O9bYtjfwH32YohR4UtNZA,norman-jewison-park-toronto,Norman Jewison Park,https://s3-media3.fl.yelpcdn.com/bphoto/SjEi7UCklKx1jTm6XN2agw/o.jpg,False,https://www.yelp.com/biz/norman-jewison-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.5,[],,,520.9563219650171,parks
44,4.0,OWuO_voonrS9xStBMREVXg,yorkville-park-toronto,Yorkville Park,https://s3-media1.fl.yelpcdn.com/bphoto/2i50_Yw4VCk9a7mpw6tbSw/o.jpg,False,https://www.yelp.com/biz/yorkville-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,3.0,"[{'alias': 'parks', 'title': 'Parks'}]",4.0,[],,,1153.3832948426632,parks
45,4.0,11_-2SAxFUgypoCGNO4a1w,barbara-hall-park-toronto,Barbara Hall Park,https://s3-media1.fl.yelpcdn.com/bphoto/JFSKE3GmrscSdQtXHbqgmQ/o.jpg,False,https://www.yelp.com/biz/barbara-hall-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,6.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.5,[],+14163974899,+1 416-397-4899,311.7450962926546,parks
46,4.0,SeCm0YQXZQCfGebm_tnu5w,lillian-mcgregor-park-toronto,Lillian McGregor Park,https://s3-media4.fl.yelpcdn.com/bphoto/1No4x0tqayoNBj_QaVYZYg/o.jpg,False,https://www.yelp.com/biz/lillian-mcgregor-park-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",2.5,[],+14163927438,+1 416-392-7438,473.21386830261406,parks
47,4.0,nc4KZ-_6y0gLhGEhd3xvwA,joseph-sheard-parkette-toronto,Joseph Sheard Parkette,https://s3-media4.fl.yelpcdn.com/bphoto/kTkD1_okrPL-O06BF_GO1g/o.jpg,False,https://www.yelp.com/biz/joseph-sheard-parkette-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,1.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],+14163922489,+1 416-392-2489,375.7787093077606,parks
48,4.0,RD0PAkoF2w4MvO5Jr7l9IQ,alexander-street-parkette-toronto,Alexander Street Parkette,https://s3-media1.fl.yelpcdn.com/bphoto/XnErjfyDWJSnu9VXetJzcA/o.jpg,False,https://www.yelp.com/biz/alexander-street-parkette-toronto?adjust_creative=C3SB6jN-CFWUr0P-X-hVGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=C3SB6jN-CFWUr0P-X-hVGg,2.0,"[{'alias': 'parks', 'title': 'Parks'}]",3.0,[],,,198.44181375573592,parks
